"index","age","job","housing_loan","personal_loan","credit_default","balance"
28008,48,"unemployed","no","no","no",840
28009,41,"admin.","yes","no","no",219
28010,42,"management","yes","yes","no",157
28011,50,"management","no","no","no",1458
28012,53,"blue-collar","no","no","no",5715
28013,44,"housemaid","no","no","no",122
28014,57,"services","no","no","no",818
28015,42,"technician","no","no","no",799
28016,30,"services","no","no","no",117
28017,42,"services","no","no","no",466
28018,55,"blue-collar","no","yes","no",962
28019,26,"services","no","no","no",1095
28020,45,"technician","no","no","no",297
28021,52,"retired","no","no","no",414
28022,39,"management","yes","no","no",6
28023,44,"services","yes","no","no",237
28024,56,"technician","no","no","no",-528
28025,42,"self-employed","no","no","no",399
28026,26,"blue-collar","yes","no","no",0
28027,28,"technician","no","no","no",102
28028,30,"blue-collar","yes","no","no",6
28029,48,"management","no","yes","no",769
28030,55,"unemployed","no","no","no",8585
28031,41,"technician","no","no","no",0
28032,55,"management","no","no","no",559
28033,42,"self-employed","no","no","no",429
28034,52,"management","no","no","no",1392
28035,45,"blue-collar","no","no","no",103
28036,42,"technician","no","no","no",802
28037,42,"technician","no","no","no",0
28038,29,"management","no","no","no",54
28039,27,"blue-collar","no","no","no",140
28040,43,"technician","no","no","no",1796
28041,45,"management","yes","no","no",672
28042,27,"student","no","no","no",1013
28043,27,"student","no","no","no",760
28044,44,"technician","no","no","no",-199
28045,32,"self-employed","no","no","no",1918
28046,26,"student","no","no","no",2020
28047,49,"services","no","no","no",-507
28048,50,"technician","yes","yes","no",-70
28049,54,"management","no","no","no",1288
28050,45,"services","no","no","no",-33
28051,28,"student","no","no","no",78
28052,46,"blue-collar","no","no","no",1227
28053,51,"unemployed","no","no","no",2244
28054,59,"retired","no","yes","no",208
28055,35,"technician","no","no","no",0
28056,33,"admin.","no","no","no",664
28057,39,"management","no","no","no",0
28058,30,"admin.","no","no","no",358
28059,53,"management","no","no","no",811
28060,34,"services","no","no","no",239
28061,42,"blue-collar","no","no","no",583
28062,40,"blue-collar","yes","yes","no",366
28063,47,"technician","no","no","no",644
28064,37,"technician","no","yes","no",51
28065,55,"blue-collar","no","no","no",1470
28066,26,"unemployed","no","no","no",622
28067,27,"student","no","no","no",585
28068,54,"housemaid","no","no","no",922
28069,59,"retired","no","no","no",4457
28070,37,"management","no","no","no",37
28071,47,"management","no","no","no",1128
28072,31,"management","yes","yes","no",308
28073,44,"management","no","no","no",0
28074,32,"management","yes","no","no",1218
28075,53,"unknown","no","no","no",549
28076,39,"technician","yes","no","no",24
28077,53,"housemaid","no","no","no",637
28078,39,"technician","no","no","no",14
28079,33,"admin.","no","no","no",1
28080,49,"technician","no","no","no",350
28081,28,"management","no","no","no",95
28082,53,"technician","no","no","no",311
28083,35,"admin.","no","no","no",1803
28084,30,"management","no","no","no",1235
28085,46,"admin.","no","no","no",1264
28086,54,"admin.","no","no","no",-24
28087,54,"blue-collar","yes","no","no",310
28088,29,"services","no","no","no",317
28089,51,"admin.","no","no","no",2662
28090,28,"management","no","no","no",20
28091,28,"management","no","no","no",78
28092,48,"management","no","no","no",375
28093,26,"technician","no","no","no",4130
28094,35,"technician","no","no","no",2
28095,31,"services","no","yes","no",1709
28096,32,"admin.","no","no","no",197
28097,31,"services","no","no","yes",-10
28098,51,"admin.","no","no","no",394
28099,29,"services","no","yes","no",376
28100,53,"self-employed","no","no","no",8
28101,35,"admin.","no","no","no",-257
28102,46,"technician","no","no","no",578
28103,30,"technician","no","no","no",800
28104,40,"admin.","no","no","no",399
28105,45,"blue-collar","no","no","no",-96
28106,51,"technician","yes","no","no",413
28107,55,"unemployed","yes","no","no",1161
28108,33,"management","no","no","no",3770
28109,47,"admin.","yes","yes","no",95
28110,29,"unemployed","no","no","no",67
28111,37,"management","no","no","no",4721
28112,48,"technician","no","no","no",0
28113,29,"unemployed","no","no","no",1027
28114,42,"services","no","no","no",177
28115,31,"services","no","no","no",374
28116,37,"management","no","no","no",695
28117,48,"unknown","no","no","no",438
28118,35,"student","no","no","no",0
28119,43,"management","no","no","no",182
28120,30,"technician","no","no","no",486
28121,38,"management","yes","no","no",2346
28122,43,"management","no","no","no",595
28123,27,"student","no","yes","no",0
28124,49,"management","yes","no","no",557
28125,31,"management","no","no","no",86
28126,32,"management","no","no","no",4638
28127,30,"management","no","no","no",370
28128,26,"student","no","no","no",289
28129,26,"student","no","no","no",782
28130,34,"blue-collar","yes","no","no",1988
28131,26,"technician","no","no","no",206
28132,57,"admin.","yes","no","no",1504
28133,40,"technician","no","no","no",232
28134,33,"housemaid","no","no","no",118
28135,30,"services","no","no","no",0
28136,33,"services","yes","no","no",360
28137,33,"services","yes","no","no",459
28138,34,"admin.","no","no","no",407
28139,35,"technician","yes","no","no",-259
28140,60,"technician","no","no","no",2041
28141,29,"blue-collar","yes","yes","no",1296
28142,32,"blue-collar","yes","yes","no",257
28143,43,"technician","no","no","no",373
28144,55,"technician","yes","no","no",955
28145,33,"admin.","yes","no","no",13
28146,59,"retired","no","no","no",-411
28147,31,"blue-collar","yes","no","no",92
28148,53,"services","no","no","no",164
28149,32,"technician","yes","yes","no",0
28150,46,"blue-collar","yes","yes","no",120
28151,29,"admin.","no","yes","no",2
28152,36,"services","yes","no","no",532
28153,36,"technician","yes","yes","no",-290
28154,26,"technician","no","yes","no",152
28155,28,"unemployed","no","no","no",1638
28156,35,"housemaid","no","no","no",2880
28157,37,"unemployed","no","no","no",4769
28158,34,"admin.","yes","no","no",673
28159,37,"unemployed","no","no","no",86
28160,39,"admin.","yes","yes","no",272
28161,35,"unemployed","no","no","no",221
28162,48,"services","yes","yes","no",133
28163,31,"admin.","no","no","no",50
28164,30,"student","no","no","no",336
28165,34,"management","yes","no","no",557
28166,36,"management","yes","no","no",36
28167,36,"entrepreneur","yes","no","no",313
28168,47,"management","no","no","no",1425
28169,60,"retired","yes","yes","no",-79
28170,36,"admin.","yes","no","no",498
28171,27,"self-employed","no","no","no",50
28172,36,"technician","yes","no","no",319
28173,46,"blue-collar","yes","no","no",521
28174,57,"retired","no","no","no",427
28175,32,"management","no","no","no",223
28176,42,"management","no","yes","no",-259
28177,45,"management","yes","no","no",-90
28178,47,"blue-collar","yes","no","no",676
28179,35,"technician","yes","no","no",149
28180,49,"self-employed","yes","yes","no",-199
28181,32,"services","no","no","no",268
28182,60,"technician","no","no","no",478
28183,37,"blue-collar","yes","no","no",345
28184,26,"technician","no","no","no",455
28185,33,"management","yes","no","no",893
28186,50,"management","yes","no","no",567
28187,46,"entrepreneur","yes","no","no",294
28188,59,"management","no","no","no",1857
28189,27,"student","no","no","no",980
28190,32,"services","no","no","no",486
28191,30,"management","yes","yes","no",1422
28192,35,"management","no","no","no",343
28193,27,"self-employed","yes","yes","yes",254
28194,47,"retired","no","no","no",47
28195,39,"management","yes","no","no",547
28196,41,"management","yes","no","no",-412
28197,47,"blue-collar","yes","no","no",1125
28198,53,"blue-collar","no","no","no",-76
28199,29,"unemployed","no","no","no",323
28200,59,"technician","no","yes","no",-296
28201,26,"technician","yes","no","no",252
28202,37,"services","yes","no","no",594
28203,32,"unemployed","no","no","no",262
28204,54,"admin.","yes","no","no",0
28205,51,"management","yes","no","no",0
28206,29,"self-employed","no","no","no",415
28207,28,"admin.","yes","no","no",629
28208,59,"blue-collar","no","no","no",176
28209,29,"entrepreneur","yes","no","no",97
28210,41,"admin.","yes","no","no",350
28211,53,"retired","no","no","no",1770
28212,49,"blue-collar","no","no","no",399
28213,59,"management","no","no","no",1245
28214,31,"management","yes","no","no",1120
28215,33,"technician","no","no","no",22
28216,48,"services","no","no","no",717
28217,41,"admin.","yes","no","no",1322
28218,27,"admin.","no","no","no",73
28219,35,"admin.","yes","no","no",111
28220,53,"blue-collar","no","no","yes",-462
28221,53,"technician","yes","yes","no",388
28222,34,"management","yes","no","no",498
28223,55,"technician","yes","no","no",273
28224,37,"management","yes","no","no",1330
28225,40,"admin.","yes","no","no",956
28226,28,"admin.","yes","no","no",-97
28227,31,"admin.","yes","no","no",547
28228,42,"blue-collar","yes","no","no",299
28229,31,"management","yes","no","no",1073
28230,32,"technician","yes","no","no",283
28231,41,"management","yes","no","no",2665
28232,31,"technician","no","no","no",424
28233,54,"retired","yes","no","no",294
28234,45,"management","yes","no","no",707
28235,27,"management","no","no","no",791
28236,31,"management","yes","no","no",732
28237,29,"unemployed","no","no","no",550
28238,38,"entrepreneur","yes","yes","no",-274
28239,32,"technician","no","yes","no",540
28240,48,"services","yes","no","no",1496
28241,55,"retired","no","no","no",0
28242,29,"blue-collar","no","no","no",251
28243,26,"blue-collar","no","no","no",941
28244,37,"unemployed","no","no","no",443
28245,52,"unemployed","no","no","no",1724
28246,58,"management","yes","no","no",44
28247,26,"unemployed","no","no","no",205
28248,57,"unemployed","no","no","no",2743
28249,39,"blue-collar","yes","no","no",263
28250,34,"management","yes","no","no",303
28251,32,"management","no","no","yes",4
28252,35,"management","yes","yes","no",474
28253,36,"management","yes","no","no",-155
28254,35,"management","yes","no","no",81
28255,30,"services","yes","no","no",-386
28256,30,"admin.","no","no","no",19
28257,30,"blue-collar","no","yes","no",783
28258,53,"management","yes","no","no",232
28259,35,"services","yes","no","no",1385
28260,36,"management","yes","no","no",0
28261,53,"technician","yes","yes","no",1405
28262,34,"technician","yes","no","no",16992
28263,36,"blue-collar","yes","yes","no",-557
28264,40,"unemployed","no","no","no",388
28265,33,"management","yes","no","no",1345
28266,35,"unemployed","no","no","no",4959
28267,35,"blue-collar","yes","no","no",1239
28268,33,"blue-collar","yes","no","no",-81
28269,42,"technician","no","no","no",-1
28270,48,"management","no","no","no",1513
28271,29,"management","yes","no","no",246
28272,27,"management","no","no","no",145
28273,45,"blue-collar","yes","no","no",4022
28274,40,"management","no","no","no",1361
28275,52,"unemployed","no","yes","no",-110
28276,32,"admin.","yes","no","no",566
28277,53,"admin.","yes","no","no",2687
28278,33,"management","yes","no","no",603
28279,36,"admin.","yes","no","no",135
28280,60,"retired","yes","no","no",3875
28281,37,"services","yes","yes","no",1694
28282,44,"management","yes","yes","no",5418
28283,47,"technician","no","no","no",440
28284,32,"blue-collar","no","no","no",634
28285,34,"management","no","no","no",276
28286,28,"admin.","yes","no","no",172
28287,44,"self-employed","yes","no","no",-264
28288,46,"admin.","yes","no","no",660
28289,40,"blue-collar","yes","no","no",94
28290,38,"admin.","no","no","no",-241
28291,35,"retired","yes","no","no",285
28292,58,"retired","yes","yes","no",499
28293,38,"admin.","no","no","no",-33
28294,30,"services","yes","no","no",193
28295,26,"management","yes","no","no",3360
28296,44,"blue-collar","no","no","no",287
28297,53,"entrepreneur","no","yes","no",71
28298,34,"management","yes","no","no",647
28299,28,"services","no","yes","no",60
28300,34,"admin.","yes","no","no",718
28301,29,"blue-collar","yes","yes","no",163
28302,38,"admin.","no","no","no",478
28303,28,"student","no","no","no",28
28304,46,"admin.","yes","no","no",466
28305,45,"blue-collar","yes","no","no",487
28306,29,"admin.","yes","no","no",2768
28307,49,"housemaid","yes","yes","no",50
28308,41,"services","yes","no","no",1141
28309,48,"self-employed","no","no","no",0
28310,35,"technician","no","yes","no",128
28311,34,"entrepreneur","no","no","no",-185
28312,32,"blue-collar","yes","no","no",160
28313,35,"self-employed","yes","yes","no",1820
28314,30,"technician","yes","no","no",146
28315,31,"services","no","no","no",1025
28316,45,"blue-collar","no","yes","no",789
28317,31,"blue-collar","yes","yes","no",360
28318,42,"services","yes","no","no",1152
28319,38,"management","yes","yes","no",1927
28320,31,"management","no","no","no",83
28321,40,"management","yes","no","no",351
28322,32,"admin.","no","no","no",-32
28323,35,"blue-collar","yes","no","no",645
28324,34,"admin.","yes","no","no",391
28325,37,"technician","yes","no","no",183
28326,56,"management","yes","no","no",545
28327,47,"management","no","yes","no",1144
28328,38,"services","no","no","no",1418
28329,50,"technician","yes","no","no",380
28330,43,"self-employed","no","no","no",2940
28331,38,"technician","yes","yes","no",1077
28332,48,"self-employed","no","no","no",929
28333,31,"blue-collar","no","no","no",242
28334,35,"technician","yes","no","no",175
28335,28,"self-employed","yes","no","no",0
28336,49,"blue-collar","no","no","no",235
28337,33,"blue-collar","yes","yes","no",854
28338,36,"admin.","no","yes","no",268
28339,26,"technician","no","no","no",523
28340,27,"blue-collar","no","no","no",1209
28341,53,"technician","no","no","no",-46
28342,39,"blue-collar","yes","no","no",648
28343,33,"services","yes","no","no",108
28344,28,"student","yes","no","no",682
28345,28,"admin.","yes","no","no",1391
28346,27,"unemployed","no","no","no",1167
28347,59,"management","no","yes","no",2365
28348,44,"management","yes","no","no",149
28349,56,"blue-collar","yes","no","no",420
28350,32,"services","no","no","no",0
28351,35,"admin.","no","yes","no",-272
28352,56,"entrepreneur","no","no","no",84
