"index","age","marital","education"
29214,59,"married","tertiary"
29215,46,"married","tertiary"
29216,35,"divorced","secondary"
29217,26,"single","secondary"
29218,49,"married","tertiary"
29219,40,"married","tertiary"
29220,53,"single","tertiary"
29221,61,"single","unknown"
29222,36,"married","secondary"
29223,32,"married","tertiary"
29224,42,"married","secondary"
29225,31,"single","tertiary"
29226,28,"single","secondary"
29227,35,"married","secondary"
29228,28,"single","tertiary"
29229,38,"married","tertiary"
29230,57,"married","secondary"
29231,33,"married","tertiary"
29232,58,"married","secondary"
29233,26,"single","secondary"
29234,41,"married","secondary"
29235,45,"married","tertiary"
29236,43,"married","secondary"
29237,60,"married","secondary"
29238,33,"married","tertiary"
29239,58,"married","secondary"
29240,45,"married","primary"
29241,38,"divorced","secondary"
29242,29,"single","tertiary"
29243,32,"single","secondary"
29244,41,"divorced","secondary"
29245,27,"married","primary"
29246,29,"married","secondary"
29247,48,"divorced","secondary"
29248,39,"married","unknown"
29249,58,"divorced","tertiary"
29250,27,"single","tertiary"
29251,48,"married","secondary"
29252,40,"married","secondary"
29253,31,"single","primary"
29254,52,"married","secondary"
29255,43,"married","secondary"
29256,38,"single","secondary"
29257,31,"divorced","secondary"
29258,31,"single","secondary"
29259,53,"married","secondary"
29260,32,"single","secondary"
29261,75,"divorced","primary"
29262,37,"married","secondary"
29263,75,"married","primary"
29264,60,"married","secondary"
29265,61,"married","tertiary"
29266,30,"single","secondary"
29267,48,"single","primary"
29268,32,"single","tertiary"
29269,26,"single","secondary"
29270,38,"married","tertiary"
29271,29,"married","secondary"
29272,36,"married","tertiary"
29273,42,"single","secondary"
29274,57,"married","secondary"
29275,37,"single","tertiary"
29276,45,"married","secondary"
29277,26,"single","secondary"
29278,35,"married","tertiary"
29279,41,"divorced","secondary"
29280,33,"married","secondary"
29281,31,"married","tertiary"
29282,31,"single","tertiary"
29283,38,"single","secondary"
29284,39,"divorced","secondary"
29285,56,"married","secondary"
29286,35,"married","tertiary"
29287,33,"single","secondary"
29288,31,"single","tertiary"
29289,46,"divorced","tertiary"
29290,31,"married","secondary"
29291,30,"single","tertiary"
29292,57,"married","secondary"
29293,26,"single","tertiary"
29294,32,"single","secondary"
29295,54,"divorced","tertiary"
29296,55,"married","secondary"
29297,67,"married","tertiary"
29298,53,"married","tertiary"
29299,30,"single","secondary"
29300,29,"single","secondary"
29301,46,"married","unknown"
29302,26,"single","tertiary"
29303,37,"single","tertiary"
29304,38,"single","secondary"
29305,28,"single","tertiary"
29306,41,"single","tertiary"
29307,49,"married","primary"
29308,36,"single","unknown"
29309,40,"divorced","secondary"
29310,43,"single","secondary"
29311,34,"married","secondary"
29312,42,"married","tertiary"
29313,39,"married","secondary"
29314,33,"single","tertiary"
29315,53,"married","secondary"
29316,27,"single","unknown"
29317,39,"married","tertiary"
29318,55,"married","secondary"
29319,49,"married","primary"
29320,47,"married","secondary"
29321,57,"married","secondary"
29322,83,"married","tertiary"
29323,39,"married","primary"
29324,70,"married","tertiary"
29325,35,"married","primary"
29326,29,"married","secondary"
29327,48,"single","primary"
29328,32,"single","tertiary"
29329,31,"divorced","tertiary"
29330,21,"single","secondary"
29331,46,"married","primary"
29332,28,"single","tertiary"
29333,41,"divorced","primary"
29334,26,"single","secondary"
29335,52,"married","secondary"
29336,28,"single","tertiary"
29337,43,"married","primary"
29338,45,"divorced","secondary"
29339,36,"married","secondary"
29340,51,"married","secondary"
29341,45,"married","secondary"
29342,39,"married","tertiary"
29343,51,"married","secondary"
29344,40,"married","secondary"
29345,28,"married","secondary"
29346,38,"married","secondary"
29347,30,"single","secondary"
29348,34,"single","secondary"
29349,32,"single","tertiary"
29350,47,"divorced","secondary"
29351,37,"divorced","secondary"
29352,46,"married","secondary"
29353,55,"married","primary"
29354,53,"divorced","primary"
29355,29,"divorced","secondary"
29356,35,"single","unknown"
29357,51,"married","primary"
29358,27,"single","tertiary"
29359,49,"married","secondary"
29360,33,"married","secondary"
29361,29,"single","tertiary"
29362,50,"divorced","secondary"
29363,31,"married","tertiary"
29364,44,"divorced","tertiary"
29365,46,"married","secondary"
29366,37,"married","tertiary"
29367,48,"married","tertiary"
29368,65,"married","tertiary"
29369,37,"married","unknown"
29370,27,"single","unknown"
29371,36,"married","secondary"
29372,35,"married","secondary"
29373,58,"divorced","secondary"
29374,46,"married","secondary"
29375,55,"single","secondary"
29376,28,"married","primary"
29377,40,"divorced","secondary"
29378,35,"married","tertiary"
29379,37,"married","secondary"
29380,59,"divorced","secondary"
29381,50,"divorced","secondary"
29382,65,"married","primary"
29383,55,"married","secondary"
29384,49,"married","secondary"
29385,65,"married","tertiary"
29386,52,"married","secondary"
29387,35,"married","primary"
29388,35,"married","secondary"
29389,33,"single","tertiary"
29390,39,"single","tertiary"
29391,29,"single","tertiary"
29392,37,"married","tertiary"
29393,42,"married","tertiary"
29394,37,"married","secondary"
29395,31,"single","tertiary"
29396,31,"single","tertiary"
29397,37,"married","tertiary"
29398,37,"married","primary"
29399,42,"married","primary"
29400,45,"married","secondary"
29401,54,"married","tertiary"
29402,35,"married","tertiary"
29403,31,"single","tertiary"
29404,39,"single","secondary"
29405,42,"married","primary"
29406,29,"single","secondary"
29407,33,"divorced","secondary"
29408,33,"single","tertiary"
29409,36,"married","tertiary"
29410,34,"divorced","secondary"
29411,54,"divorced","secondary"
29412,49,"divorced","tertiary"
29413,36,"single","secondary"
29414,47,"married","secondary"
29415,33,"married","secondary"
29416,35,"single","tertiary"
29417,41,"married","secondary"
29418,26,"single","tertiary"
29419,36,"single","secondary"
29420,33,"married","tertiary"
29421,36,"single","secondary"
29422,60,"married","secondary"
29423,59,"married","primary"
29424,60,"married","secondary"
29425,33,"married","tertiary"
29426,36,"married","secondary"
29427,54,"married","secondary"
29428,25,"single","tertiary"
29429,26,"single","tertiary"
29430,53,"married","secondary"
29431,31,"married","tertiary"
29432,32,"married","tertiary"
29433,43,"single","secondary"
29434,31,"single","secondary"
29435,53,"married","secondary"
29436,51,"married","secondary"
29437,25,"single","secondary"
29438,36,"single","tertiary"
29439,40,"single","secondary"
29440,43,"married","secondary"
29441,31,"single","secondary"
29442,48,"married","secondary"
29443,34,"married","primary"
29444,32,"married","secondary"
29445,50,"single","primary"
29446,37,"married","secondary"
29447,54,"married","primary"
29448,29,"single","tertiary"
29449,57,"married","secondary"
29450,46,"married","secondary"
29451,55,"married","tertiary"
29452,43,"divorced","secondary"
29453,34,"married","secondary"
29454,25,"single","secondary"
29455,28,"single","secondary"
29456,35,"married","secondary"
29457,50,"married","tertiary"
29458,34,"single","primary"
29459,58,"married","primary"
29460,41,"single","tertiary"
29461,31,"single","tertiary"
29462,54,"divorced","secondary"
29463,32,"single","unknown"
29464,68,"divorced","primary"
29465,28,"married","tertiary"
29466,30,"married","secondary"
29467,47,"married","tertiary"
29468,28,"single","tertiary"
29469,27,"single","secondary"
29470,47,"single","secondary"
29471,43,"married","secondary"
29472,29,"single","secondary"
29473,32,"married","primary"
29474,34,"married","secondary"
29475,31,"married","primary"
29476,35,"single","secondary"
29477,50,"single","primary"
29478,32,"married","secondary"
29479,33,"single","tertiary"
29480,29,"single","tertiary"
29481,29,"married","secondary"
29482,44,"married","primary"
29483,29,"single","tertiary"
29484,43,"divorced","primary"
29485,27,"single","primary"
29486,35,"single","primary"
29487,26,"single","tertiary"
29488,36,"single","tertiary"
29489,51,"divorced","secondary"
29490,59,"divorced","secondary"
29491,56,"married","primary"
29492,31,"single","tertiary"
29493,34,"married","tertiary"
29494,34,"married","secondary"
29495,33,"married","tertiary"
29496,29,"divorced","secondary"
29497,34,"divorced","secondary"
29498,32,"single","tertiary"
29499,56,"married","primary"
29500,38,"divorced","secondary"
29501,39,"married","primary"
29502,48,"divorced","secondary"
29503,26,"single","tertiary"
29504,31,"single","unknown"
29505,54,"divorced","secondary"
29506,40,"married","secondary"
29507,56,"married","primary"
29508,65,"married","tertiary"
29509,50,"married","tertiary"
29510,32,"single","tertiary"
29511,59,"divorced","secondary"
29512,59,"divorced","secondary"
29513,64,"married","secondary"
29514,30,"married","secondary"
29515,41,"married","primary"
29516,31,"single","secondary"
29517,27,"single","tertiary"
29518,27,"single","secondary"
29519,48,"married","primary"
29520,43,"married","tertiary"
29521,26,"single","tertiary"
29522,48,"single","secondary"
29523,59,"divorced","secondary"
29524,54,"married","tertiary"
29525,44,"married","secondary"
29526,31,"married","secondary"
29527,52,"married","primary"
29528,51,"married","tertiary"
29529,32,"married","secondary"
29530,33,"married","secondary"
29531,32,"married","tertiary"
29532,33,"married","tertiary"
29533,45,"married","unknown"
29534,51,"married","primary"
29535,52,"divorced","tertiary"
29536,41,"married","tertiary"
29537,35,"single","tertiary"
29538,58,"divorced","primary"
29539,34,"married","secondary"
29540,52,"single","unknown"
29541,38,"single","secondary"
29542,28,"single","secondary"
29543,53,"married","primary"
29544,41,"married","secondary"
29545,31,"married","primary"
29546,28,"single","secondary"
29547,26,"single","secondary"
29548,49,"married","secondary"
29549,29,"married","tertiary"
29550,28,"single","secondary"
29551,36,"married","secondary"
29552,28,"married","secondary"
29553,38,"single","tertiary"
29554,34,"single","tertiary"
29555,39,"married","primary"
29556,37,"married","secondary"
29557,39,"married","secondary"
29558,33,"single","tertiary"
29559,32,"single","secondary"
29560,52,"single","secondary"
29561,32,"married","tertiary"
29562,55,"married","secondary"
29563,34,"married","secondary"
29564,46,"married","tertiary"
29565,26,"single","secondary"
29566,30,"single","tertiary"
29567,32,"married","secondary"
29568,44,"married","primary"
29569,38,"married","secondary"
29570,30,"married","secondary"
29571,42,"single","secondary"
29572,30,"single","secondary"
29573,29,"single","tertiary"
29574,33,"single","secondary"
29575,31,"married","primary"
29576,31,"single","tertiary"
29577,32,"single","tertiary"
29578,36,"divorced","primary"
29579,48,"single","secondary"
29580,36,"married","secondary"
29581,34,"married","secondary"
29582,60,"divorced","secondary"
29583,56,"married","tertiary"
29584,30,"single","secondary"
29585,29,"single","tertiary"
29586,29,"single","secondary"
29587,36,"married","tertiary"
29588,36,"married","tertiary"
29589,51,"married","primary"
29590,29,"single","secondary"
29591,32,"single","secondary"
29592,34,"single","tertiary"
29593,29,"married","tertiary"
29594,42,"single","primary"
29595,39,"married","unknown"
29596,42,"married","secondary"
29597,27,"single","tertiary"
29598,38,"married","tertiary"
29599,32,"married","secondary"
29600,46,"married","secondary"
29601,34,"married","secondary"
29602,46,"married","unknown"
29603,60,"married","tertiary"
29604,52,"married","tertiary"
29605,38,"married","tertiary"
29606,39,"single","secondary"
29607,36,"single","tertiary"
29608,27,"single","secondary"
29609,54,"divorced","secondary"
29610,69,"married","primary"
29611,43,"married","tertiary"
29612,34,"married","tertiary"
29613,31,"married","tertiary"
29614,24,"single","secondary"
29615,38,"married","tertiary"
29616,44,"married","secondary"
29617,27,"married","secondary"
29618,28,"single","tertiary"
29619,48,"married","secondary"
29620,54,"married","secondary"
29621,36,"married","tertiary"
29622,36,"single","tertiary"
29623,27,"single","primary"
29624,41,"married","tertiary"
29625,26,"single","secondary"
29626,54,"married","secondary"
29627,27,"single","secondary"
29628,26,"married","tertiary"
29629,32,"single","secondary"
29630,32,"single","tertiary"
29631,31,"married","unknown"
29632,34,"married","tertiary"
29633,32,"single","tertiary"
29634,50,"divorced","secondary"
29635,33,"single","secondary"
29636,29,"single","tertiary"
29637,43,"married","secondary"
29638,62,"married","tertiary"
29639,52,"married","secondary"
29640,44,"married","tertiary"
29641,27,"single","tertiary"
29642,39,"divorced","tertiary"
29643,42,"married","primary"
29644,54,"married","primary"
29645,26,"single","secondary"
29646,28,"married","secondary"
29647,37,"married","secondary"
29648,47,"married","secondary"
29649,59,"married","primary"
29650,37,"single","secondary"
29651,26,"single","secondary"
29652,34,"single","tertiary"
29653,41,"divorced","tertiary"
29654,30,"single","secondary"
29655,28,"single","secondary"
29656,36,"married","secondary"
29657,37,"divorced","secondary"
29658,40,"married","tertiary"
29659,34,"single","tertiary"
29660,32,"married","tertiary"
29661,58,"married","secondary"
29662,59,"single","tertiary"
29663,34,"married","tertiary"
29664,33,"single","secondary"
29665,59,"married","secondary"
29666,48,"married","tertiary"
29667,58,"married","secondary"
29668,49,"single","secondary"
