"index","job","housing_loan","personal_loan","credit_default","balance"
28242,"blue-collar","no","no","no",251
28243,"blue-collar","no","no","no",941
28244,"unemployed","no","no","no",443
28245,"unemployed","no","no","no",1724
28246,"management","yes","no","no",44
28247,"unemployed","no","no","no",205
28248,"unemployed","no","no","no",2743
28249,"blue-collar","yes","no","no",263
28250,"management","yes","no","no",303
28251,"management","no","no","yes",4
28252,"management","yes","yes","no",474
28253,"management","yes","no","no",-155
28254,"management","yes","no","no",81
28255,"services","yes","no","no",-386
28256,"admin.","no","no","no",19
28257,"blue-collar","no","yes","no",783
28258,"management","yes","no","no",232
28259,"services","yes","no","no",1385
28260,"management","yes","no","no",0
28261,"technician","yes","yes","no",1405
28262,"technician","yes","no","no",16992
28263,"blue-collar","yes","yes","no",-557
28264,"unemployed","no","no","no",388
28265,"management","yes","no","no",1345
28266,"unemployed","no","no","no",4959
28267,"blue-collar","yes","no","no",1239
28268,"blue-collar","yes","no","no",-81
28269,"technician","no","no","no",-1
28270,"management","no","no","no",1513
28271,"management","yes","no","no",246
28272,"management","no","no","no",145
28273,"blue-collar","yes","no","no",4022
28274,"management","no","no","no",1361
28275,"unemployed","no","yes","no",-110
28276,"admin.","yes","no","no",566
28277,"admin.","yes","no","no",2687
28278,"management","yes","no","no",603
28279,"admin.","yes","no","no",135
28280,"retired","yes","no","no",3875
28281,"services","yes","yes","no",1694
28282,"management","yes","yes","no",5418
28283,"technician","no","no","no",440
28284,"blue-collar","no","no","no",634
28285,"management","no","no","no",276
28286,"admin.","yes","no","no",172
28287,"self-employed","yes","no","no",-264
28288,"admin.","yes","no","no",660
28289,"blue-collar","yes","no","no",94
28290,"admin.","no","no","no",-241
28291,"retired","yes","no","no",285
28292,"retired","yes","yes","no",499
28293,"admin.","no","no","no",-33
28294,"services","yes","no","no",193
28295,"management","yes","no","no",3360
28296,"blue-collar","no","no","no",287
28297,"entrepreneur","no","yes","no",71
28298,"management","yes","no","no",647
28299,"services","no","yes","no",60
28300,"admin.","yes","no","no",718
28301,"blue-collar","yes","yes","no",163
28302,"admin.","no","no","no",478
28303,"student","no","no","no",28
28304,"admin.","yes","no","no",466
28305,"blue-collar","yes","no","no",487
28306,"admin.","yes","no","no",2768
28307,"housemaid","yes","yes","no",50
28308,"services","yes","no","no",1141
28309,"self-employed","no","no","no",0
28310,"technician","no","yes","no",128
28311,"entrepreneur","no","no","no",-185
28312,"blue-collar","yes","no","no",160
28313,"self-employed","yes","yes","no",1820
28314,"technician","yes","no","no",146
28315,"services","no","no","no",1025
28316,"blue-collar","no","yes","no",789
28317,"blue-collar","yes","yes","no",360
28318,"services","yes","no","no",1152
28319,"management","yes","yes","no",1927
28320,"management","no","no","no",83
28321,"management","yes","no","no",351
28322,"admin.","no","no","no",-32
28323,"blue-collar","yes","no","no",645
28324,"admin.","yes","no","no",391
28325,"technician","yes","no","no",183
28326,"management","yes","no","no",545
28327,"management","no","yes","no",1144
28328,"services","no","no","no",1418
28329,"technician","yes","no","no",380
28330,"self-employed","no","no","no",2940
28331,"technician","yes","yes","no",1077
28332,"self-employed","no","no","no",929
28333,"blue-collar","no","no","no",242
28334,"technician","yes","no","no",175
28335,"self-employed","yes","no","no",0
28336,"blue-collar","no","no","no",235
28337,"blue-collar","yes","yes","no",854
28338,"admin.","no","yes","no",268
28339,"technician","no","no","no",523
28340,"blue-collar","no","no","no",1209
28341,"technician","no","no","no",-46
28342,"blue-collar","yes","no","no",648
28343,"services","yes","no","no",108
28344,"student","yes","no","no",682
28345,"admin.","yes","no","no",1391
28346,"unemployed","no","no","no",1167
28347,"management","no","yes","no",2365
28348,"management","yes","no","no",149
28349,"blue-collar","yes","no","no",420
28350,"services","no","no","no",0
28351,"admin.","no","yes","no",-272
28352,"entrepreneur","no","no","no",84
28353,"management","no","no","no",973
28354,"blue-collar","yes","no","no",554
28355,"services","yes","yes","no",178
28356,"management","no","no","no",188
28357,"services","yes","yes","no",1281
28358,"unknown","no","no","no",499
28359,"self-employed","yes","yes","no",2061
28360,"blue-collar","yes","no","no",255
28361,"blue-collar","no","no","no",119
28362,"admin.","no","no","no",726
28363,"technician","no","yes","no",341
28364,"admin.","no","no","no",386
28365,"blue-collar","no","no","no",16
28366,"blue-collar","yes","no","no",381
28367,"services","yes","no","no",0
28368,"unemployed","no","no","no",451
28369,"management","yes","no","no",678
28370,"unemployed","no","no","no",1213
28371,"entrepreneur","yes","no","no",658
28372,"admin.","yes","no","no",195
28373,"technician","yes","no","no",1242
28374,"entrepreneur","no","no","no",1034
28375,"management","no","no","yes",-22
28376,"management","no","yes","yes",-402
28377,"management","no","yes","no",3914
28378,"admin.","no","no","no",328
28379,"management","yes","no","no",596
28380,"management","yes","no","no",537
28381,"retired","no","no","no",1227
28382,"unemployed","yes","no","no",869
28383,"admin.","no","no","no",60
28384,"management","yes","no","no",138
28385,"services","no","no","no",1099
28386,"technician","no","yes","yes",45
28387,"student","no","no","no",10536
28388,"management","no","no","no",589
28389,"services","yes","yes","no",-209
28390,"technician","no","no","no",433
28391,"admin.","yes","yes","no",147
28392,"management","yes","no","no",1258
28393,"blue-collar","yes","no","no",1139
28394,"services","no","yes","no",620
28395,"blue-collar","yes","no","no",354
28396,"management","no","no","no",1590
28397,"admin.","yes","no","no",2329
28398,"unemployed","no","no","no",1152
28399,"retired","yes","yes","no",270
28400,"self-employed","no","no","no",172
28401,"management","no","no","no",873
28402,"blue-collar","yes","yes","no",475
28403,"admin.","yes","no","no",1018
28404,"management","no","no","no",-144
28405,"admin.","no","no","no",596
28406,"technician","yes","no","no",959
28407,"blue-collar","yes","no","no",406
28408,"blue-collar","yes","no","no",300
28409,"blue-collar","no","no","no",229
28410,"management","no","yes","no",278
28411,"management","yes","yes","no",349
28412,"services","yes","no","no",2923
28413,"management","yes","yes","no",671
28414,"services","yes","yes","no",367
28415,"technician","no","no","no",1
28416,"technician","no","no","no",1889
28417,"management","no","yes","no",1100
28418,"entrepreneur","yes","no","no",208
28419,"unknown","no","no","no",1618
28420,"technician","yes","no","no",1279
28421,"retired","yes","no","no",-49
28422,"admin.","no","no","no",954
28423,"admin.","yes","no","no",914
28424,"blue-collar","yes","no","no",1269
28425,"technician","no","yes","no",569
28426,"blue-collar","yes","no","no",2978
28427,"entrepreneur","no","no","no",604
28428,"retired","yes","no","no",246
28429,"unemployed","no","no","no",414
28430,"management","yes","no","no",16957
28431,"technician","yes","yes","no",232
28432,"entrepreneur","no","no","no",1837
28433,"services","no","no","no",3080
28434,"blue-collar","yes","no","no",4168
28435,"blue-collar","yes","no","no",155
28436,"admin.","no","no","no",393
28437,"admin.","no","no","no",474
28438,"housemaid","no","no","yes",945
28439,"management","yes","no","no",1354
28440,"admin.","no","no","no",94
28441,"admin.","no","no","no",342
28442,"blue-collar","no","yes","no",-284
28443,"unemployed","no","no","no",541
28444,"unemployed","no","no","no",1
28445,"management","no","no","no",87
28446,"admin.","no","no","no",0
28447,"admin.","yes","no","no",671
28448,"technician","yes","no","no",2735
28449,"entrepreneur","yes","no","no",484
28450,"self-employed","yes","no","no",892
28451,"services","no","no","no",211
28452,"blue-collar","no","yes","no",326
28453,"technician","no","no","no",667
28454,"self-employed","no","no","no",1000
28455,"blue-collar","yes","no","no",-3
28456,"technician","yes","no","no",81
28457,"self-employed","no","no","no",4634
28458,"blue-collar","yes","no","no",6
28459,"admin.","yes","no","no",1009
28460,"admin.","no","no","no",1823
28461,"services","no","no","no",1015
28462,"unemployed","no","no","no",560
28463,"unemployed","no","no","no",381
28464,"management","yes","no","no",314
28465,"self-employed","no","yes","no",-101
28466,"services","no","no","no",397
28467,"technician","no","yes","no",250
28468,"housemaid","no","no","no",723
28469,"blue-collar","no","no","no",1955
28470,"technician","yes","no","no",659
28471,"student","no","no","no",826
28472,"technician","yes","no","no",615
28473,"technician","yes","no","no",145
28474,"self-employed","no","no","no",229
28475,"technician","yes","no","no",398
28476,"unemployed","yes","no","no",1459
28477,"management","yes","yes","no",6507
28478,"blue-collar","yes","no","no",98
28479,"management","no","yes","no",882
28480,"technician","yes","yes","no",56
28481,"student","no","no","no",1346
28482,"entrepreneur","no","yes","no",430
28483,"entrepreneur","no","no","no",1192
28484,"blue-collar","no","no","no",2613
28485,"services","no","no","no",-452
28486,"blue-collar","yes","yes","no",227
28487,"services","no","no","no",834
28488,"blue-collar","yes","no","no",1298
28489,"technician","yes","no","no",527
28490,"blue-collar","no","no","no",-61
28491,"housemaid","no","no","no",1270
28492,"entrepreneur","no","no","no",137
28493,"technician","no","no","no",252
28494,"management","no","no","no",-29
28495,"blue-collar","no","no","no",408
28496,"services","no","yes","no",1923
28497,"management","no","no","no",2213
28498,"management","yes","no","no",145
28499,"management","no","yes","yes",-337
28500,"technician","yes","no","no",261
28501,"services","yes","no","no",2202
28502,"technician","yes","no","no",-214
28503,"technician","no","no","no",1274
28504,"management","yes","yes","no",-676
28505,"management","no","no","no",3578
28506,"management","no","no","no",732
28507,"technician","yes","no","no",317
28508,"technician","no","no","no",531
28509,"services","no","yes","no",9
28510,"self-employed","no","no","no",125
28511,"technician","yes","yes","no",-152
28512,"entrepreneur","yes","yes","no",-600
28513,"technician","no","no","no",18
28514,"unemployed","no","no","no",5717
28515,"technician","no","no","no",1996
28516,"management","no","no","no",170
28517,"technician","yes","no","no",370
28518,"blue-collar","no","no","no",403
28519,"management","no","no","no",0
28520,"management","yes","no","no",266
28521,"technician","yes","no","no",574
28522,"entrepreneur","no","no","no",29
28523,"services","no","no","no",334
28524,"management","no","no","no",99
28525,"student","no","no","no",6424
28526,"management","no","no","no",203
28527,"management","no","yes","no",488
28528,"management","yes","no","no",24
28529,"blue-collar","yes","no","no",-211
28530,"blue-collar","yes","no","no",902
28531,"technician","no","no","no",141
28532,"management","no","no","no",1861
28533,"technician","no","no","no",1508
28534,"technician","no","no","no",743
28535,"technician","yes","yes","no",43
28536,"student","yes","no","no",24
28537,"management","no","no","no",350
28538,"services","no","no","no",840
28539,"services","no","no","no",1
28540,"admin.","no","no","no",1836
28541,"technician","no","no","no",0
28542,"management","no","yes","no",657
28543,"technician","yes","no","no",297
28544,"technician","no","no","yes",362
28545,"services","yes","no","no",772
28546,"blue-collar","no","no","no",145
28547,"management","yes","no","no",112
28548,"technician","yes","no","no",900
28549,"management","yes","yes","no",425
28550,"management","yes","no","no",1016
28551,"unemployed","no","no","no",518
28552,"blue-collar","yes","no","no",220
28553,"student","no","no","no",352
28554,"management","yes","no","no",1366
28555,"services","yes","no","no",356
28556,"self-employed","yes","yes","no",0
28557,"services","no","no","no",335
28558,"management","no","no","no",414
28559,"blue-collar","no","no","no",6
28560,"management","no","no","no",536
28561,"blue-collar","yes","no","no",2142
28562,"admin.","no","no","no",2045
28563,"technician","yes","yes","no",822
28564,"services","no","yes","no",948
28565,"technician","yes","no","no",337
28566,"technician","yes","no","no",101
28567,"entrepreneur","yes","no","no",0
28568,"entrepreneur","no","yes","no",15
28569,"self-employed","no","no","no",127
28570,"technician","yes","no","no",133
28571,"blue-collar","yes","no","no",140
28572,"services","no","yes","no",-250
28573,"admin.","no","no","no",2
28574,"technician","no","no","no",-55
